name,slug,lat,lng,country,wind_direction,water_type,difficulty,season,url
el murci lago,el_murci_lago,-0.9389,-80.7295,Ecuador,"SW, WSW, W","Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_murci_lago
el naaba,el_naaba,25.3194,34.7449,Egypt,"N, NNE, NE, NW, NNW","Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_naaba
el naaba lagoon,el_naaba_lagoon,25.3007,34.7538,Egypt,"N, NNE, NE, NW, NNW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_naaba_lagoon
el nihuil,el_nihuil,-35.038,-68.7049,Argentina,No information,"Shallow, Flat, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_nihuil
el palmar,el_palmar,36.2329,-6.0721,Spain,"SE, W, WNW, NW","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_palmar
el paquebote,el_paquebote,38.8648,0.0197,Spain,NE,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_paquebote
el playazo,el_playazo,36.7432,-3.894,Spain,No information,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_playazo
el pollo,el_pollo,39.2148,-0.238,Spain,"NE, ENE, E","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_pollo
el port de sagunt,el_port_de_sagunt,39.6588,-0.2098,Spain,No information,"Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_port_de_sagunt
el portil,el_portil,37.2087,-7.049,Spain,No information,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_portil
el rosita,el_rosita,36.8109,-2.4278,Spain,No information,"Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_rosita
el torreon,el_torreon,-38.0073,-57.5342,Argentina,"SE, SSE","Shallow, Chop, Small wave","Beginner, Intermediate",,https://se.kiteforum.com/kitesurf/spot/el_torreon
el tranque ovalle,el_tranque_ovalle,-33.2496,-71.3552,Chile,No information,"Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_tranque_ovalle
el tur,el_tur,28.2307,33.6082,Egypt,"N, NW, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/el_tur
el zapillo,el_zapillo,36.8199,-2.4411,Spain,No information,"Chop, Small wave",No information,,https://se.kiteforum.com/kitesurf/spot/el_zapillo
elie,elie,56.1895,-2.8268,Scotland+(UK),No information,Shallow,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/elie
elly bay,elly_bay,54.1605,-10.0909,Ireland,"N, NNE, NE, ENE, E, ESE, SE, SSE, S, SSW, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/elly_bay
elly beach,elly_beach,54.1543,-10.1028,Ireland,"N, NNE, NE, SE, SSE, S, SSW, SW, WSW, W, WNW, NW, NNW","Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/elly_beach
embuaca,embuaca,-3.2083,-39.3056,Brazil,"E, ESE, SE","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/embuaca
emerald isle,emerald_isle,34.656,-77.0522,North+Carolina+(USA),"NE, ENE, E, ESE, SE, SSE, S, SSW, SW, WSW, W","Shallow, Flat, Small wave, Medium wave, Big wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/emerald_isle
empuriabrava,empuriabrava,42.2488,3.1356,Spain,No information,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/empuriabrava
enchanted cove  stinkies,enchanted_cove__stinkies_,32.7741,-117.216,California+(USA),"N, W, WNW, NW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/enchanted_cove__stinkies_
epluchures beach,epluchures_beach,43.2497,5.3738,France,"N, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/epluchures_beach
epplesee,epplesee,48.9674,8.3279,Germany,"S, SSW, SW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/epplesee
equihen plage,equihen_plage,50.6672,1.5703,France,"NE, SSE, S, SSW, SW",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/equihen_plage
erromardi,erromardi,43.4067,-1.6423,France,W,"Small wave, Medium wave, Big wave",Expert,,https://se.kiteforum.com/kitesurf/spot/erromardi
erstaviken,erstaviken,59.2697,18.2527,Sweden,SE,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/erstaviken
espigon de huelva,espigon_de_huelva,37.1455,-6.8905,Spain,No information,No information,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/espigon_de_huelva
espigon norte,espigon_norte,38.8477,0.1114,Spain,No information,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/espigon_norte
espinho,espinho,41.0021,-8.6469,Portugal,"N, S","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/espinho
esposende,esposende,41.5423,-8.7929,Portugal,"N, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/esposende
esposende river,esposende_river,41.5344,-8.7893,Portugal,NW,"Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/esposende_river
espraiado,espraiado,-2.8443,-40.0045,Brazil,NE,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/espraiado
estagnots,estagnots,43.6865,-1.4404,France,"SW, NW","Shallow, Flat, Chop, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/estagnots
estepona,estepona,36.4218,-5.1483,Spain,"E, SW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/estepona
etang de bages   la nautique,etang_de_bages___la_nautique,43.1428,2.999,France,"SE, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/etang_de_bages___la_nautique
etang de berre   le jai,etang_de_berre___le_jai,43.4197,5.1732,France,"N, SE, W, WNW, NW, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/etang_de_berre___le_jai
etang de lacanau   lacanau ville,etang_de_lacanau___lacanau_ville,44.9795,-1.0964,France,"SW, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/etang_de_lacanau___lacanau_ville
etang de lapalme,etang_de_lapalme,42.9655,3.0067,France,"SE, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/etang_de_lapalme
etang de leucate   cap coudalere,etang_de_leucate___cap_coudalere,42.8149,3.0179,France,NW,"Shallow, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/etang_de_leucate___cap_coudalere
etang de leucate   la mine,etang_de_leucate___la_mine,42.8971,3.0155,France,"SE, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/etang_de_leucate___la_mine
etang de leucate   les dosses,etang_de_leucate___les_dosses,42.8383,3.0197,France,NW,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/etang_de_leucate___les_dosses
etang de leucate   les pecheurs,etang_de_leucate___les_pecheurs,42.9022,3.0186,France,NW,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/etang_de_leucate___les_pecheurs
evvoia   agiokambos,evvoia___agiokambos,38.9239,23.0323,Greece,No information,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/evvoia___agiokambos
evvoia   golden beach,evvoia___golden_beach,38.0384,24.3174,Greece,NW,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/evvoia___golden_beach
exmouth the seafront,exmouth_the_seafront,50.6108,-3.406,England+(UK),No information,No information,No information,,https://se.kiteforum.com/kitesurf/spot/exmouth_the_seafront
f roe   lauterhorn,f_roe___lauterhorn,57.9524,19.0817,Sweden,W,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/f_roe___lauterhorn
f roe   sudersand,f_roe___sudersand,57.9531,19.2555,Sweden,"SE, SSE, S, SSW, SW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/f_roe___sudersand
fahrlander see   fahrland,fahrlander_see___fahrland,52.459,13.0231,Germany,SW,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fahrlander_see___fahrland
falerna marina,falerna_marina,38.9677,16.1488,Italy,NW,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/falerna_marina
faroe   ekeviken,faroe___ekeviken,57.9732,19.2513,Sweden,"N, NE, NW, NNW","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/faroe___ekeviken
faroe   skalasand,faroe___skalasand,57.9577,19.3322,Sweden,"SE, SW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/faroe___skalasand
faros,faros,38.3387,21.8496,Greece,"NNE, NE, SW, WSW, W","Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/faros
farosd6,farosd6,34.8183,33.5928,Cyprus,"SW, WSW, W","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/farosd6
fc watersports,fc_watersports,50.7103,-2.0071,England+(UK),No information,"Flat, Chop",No information,,https://se.kiteforum.com/kitesurf/spot/fc_watersports
fecamp,fecamp,49.7611,0.3622,France,"SW, WSW, W","Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fecamp
felixstowe ferry,felixstowe_ferry,51.9798,1.3893,England+(UK),No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/felixstowe_ferry
fener,fener,36.9643,27.2666,Turkey,"W, WNW, NW",Flat,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fener
fengxian mudhole,fengxian_mudhole,30.8158,121.5151,China,E,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fengxian_mudhole
feniglia,feniglia,42.4183,11.2413,Italy,"E, S","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/feniglia
fermoyle,fermoyle,52.2439,-10.1343,Ireland,"N, SW, WSW, W","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fermoyle
ferrymead,ferrymead,-43.5494,172.7043,New+Zealand,NE,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ferrymead
figueirinha,figueirinha,38.5109,-8.9156,Portugal,E,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/figueirinha
fistral beach,fistral_beach,50.4165,-5.099,England+(UK),"S, SSW, SW",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fistral_beach
fituna,fituna,59.0553,17.7442,Sweden,"S, SSW","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fituna
fiumaretta,fiumaretta,44.0483,9.9907,Italy,N,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fiumaretta
fleetwood,fleetwood,53.9243,-3.039,England+(UK),No information,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fleetwood
fleixeiras,fleixeiras,-3.219,-39.2665,Brazil,E,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fleixeiras
floras lake,floras_lake,42.902,-124.5092,Oregon+(USA),N,"Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/floras_lake
florence north jetty,florence_north_jetty,44.0198,-124.1383,Oregon+(USA),"N, S, NW, NNW","Flat, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/florence_north_jetty
florence south jetty,florence_south_jetty,44.0138,-124.1373,Oregon+(USA),"N, NW, NNW","Flat, Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/florence_south_jetty
focene kitebeach,focene_kitebeach,41.8259,12.2064,Italy,No information,"Shallow, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/focene_kitebeach
foci del tagliamento,foci_del_tagliamento,45.6459,13.1006,Italy,NE,"Shallow, Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/foci_del_tagliamento
follonica,follonica,42.9232,10.7506,Italy,NW,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/follonica
fonte da telha,fonte_da_telha,38.5714,-9.1959,Portugal,N,"Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fonte_da_telha
forggensee   brunnen,forggensee___brunnen,47.5982,10.7365,Germany,NE,"Flat, Chop",No information,,https://se.kiteforum.com/kitesurf/spot/forggensee___brunnen
formentera   illetas,formentera___illetas,38.7588,1.4356,Spain,"N, NNE, NE, NW, NNW","Shallow, Flat, Chop, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/formentera___illetas
formentera   playa ca mari,formentera___playa_ca_mari,38.6851,1.463,Spain,No information,"Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/formentera___playa_ca_mari
formentera   playa de levante,formentera___playa_de_levante,38.7457,1.4392,Spain,No information,"Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/formentera___playa_de_levante
formentera   playa de mitjorn,formentera___playa_de_mitjorn,38.6771,1.4886,Spain,No information,"Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/formentera___playa_de_mitjorn
formentera   tramuntana,formentera___tramuntana,38.6791,1.5126,Spain,No information,"Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/formentera___tramuntana
fornaci beach,fornaci_beach,44.2997,8.4751,Italy,"SW, WSW, W","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fornaci_beach
foro,foro,42.396,14.3379,Italy,No information,"Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/foro
fort de bregancon,fort_de_bregancon,43.0939,6.3235,France,"WSW, W, WNW","Shallow, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fort_de_bregancon
fort desoto   big beach,fort_desoto___big_beach,27.6256,-82.7378,Florida+(USA),"SW, NW","Shallow, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fort_desoto___big_beach
fort desoto   east beach,fort_desoto___east_beach,27.6357,-82.6998,Florida+(USA),"NE, E, SE, S","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fort_desoto___east_beach
fort desoto   north beach,fort_desoto___north_beach,27.6464,-82.7439,Florida+(USA),"SW, NW","Shallow, Flat, Chop, Small wave",Expert,,https://se.kiteforum.com/kitesurf/spot/fort_desoto___north_beach
fort stevens oceanside,fort_stevens_oceanside,46.2099,-124.0016,Oregon+(USA),NW,"Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fort_stevens_oceanside
fort stevens riverside,fort_stevens_riverside,46.2253,-123.9882,Oregon+(USA),NW,Flat,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fort_stevens_riverside
forte dei marmi,forte_dei_marmi,43.9573,10.1654,Italy,No information,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/forte_dei_marmi
foryd bay,foryd_bay,53.1101,-4.319,Wales+(UK),No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/foryd_bay
fossacesia marina,fossacesia_marina,42.2475,14.5162,Italy,No information,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fossacesia_marina
foxton river mouth,foxton_river_mouth,-40.4734,175.2148,New+Zealand,"S, SSW, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/foxton_river_mouth
foz do lizandro,foz_do_lizandro,38.9429,-9.4159,Portugal,No information,"Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/foz_do_lizandro
fraisthorpe,fraisthorpe,54.0481,-0.2144,England+(UK),No information,No information,No information,,https://se.kiteforum.com/kitesurf/spot/fraisthorpe
francavilla,francavilla,42.4227,14.2892,Italy,No information,"Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/francavilla
franceville,franceville,49.285,-0.2281,France,"NE, SW, WSW, W","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/franceville
franks udde,franks_udde,55.3872,13.5758,Sweden,"SE, SSE, S, SSW, SW","Chop, Small wave, Medium wave",Expert,,https://se.kiteforum.com/kitesurf/spot/franks_udde
fraserburgh,fraserburgh,57.6775,-1.9816,Scotland+(UK),"NNE, NE, ENE, WNW, NW, NNW","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fraserburgh
frassanito,frassanito,40.2336,18.4604,Italy,No information,"Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/frassanito
fregene,fregene,41.832,12.2031,Italy,No information,No information,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fregene
freshawater west,freshawater_west,51.6599,-5.0626,Wales+(UK),No information,"Shallow, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/freshawater_west
freswick bay,freswick_bay,58.591,-3.0728,Scotland+(UK),No information,No information,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/freswick_bay
frontignan plage,frontignan_plage,43.434,3.7809,France,SE,"Flat, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/frontignan_plage
ft  lauderdale kitebeach,ft__lauderdale_kitebeach,26.1149,-80.1045,Florida+(USA),"NE, SE","Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ft__lauderdale_kitebeach
ft pierce south jetty,ft_pierce_south_jetty,27.4702,-80.29,Florida+(USA),"N, NE, NW","Flat, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/ft_pierce_south_jetty
fuerteventura   costa calma,fuerteventura___costa_calma,28.1604,-14.2243,Canary+Islands,"NE, SE","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fuerteventura___costa_calma
fuerteventura   jandia playa,fuerteventura___jandia_playa,28.046,-14.3409,Canary+Islands,"SE, SSE, S","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fuerteventura___jandia_playa
fuerteventura   la pared,fuerteventura___la_pared,28.2141,-14.2242,Canary+Islands,NW,"Medium wave, Big wave",Expert,,https://se.kiteforum.com/kitesurf/spot/fuerteventura___la_pared
fuerteventura   majanicho,fuerteventura___majanicho,28.7482,-13.9305,Canary+Islands,NE,"Medium wave, Big wave",Expert,,https://se.kiteforum.com/kitesurf/spot/fuerteventura___majanicho
fuerteventura   mejillones,fuerteventura___mejillones,28.7523,-13.9004,Canary+Islands,NE,"Medium wave, Big wave",Expert,,https://se.kiteforum.com/kitesurf/spot/fuerteventura___mejillones
fuerteventura   playa del garcey,fuerteventura___playa_del_garcey,28.3465,-14.1768,Canary+Islands,NE,"Medium wave, Big wave",Expert,,https://se.kiteforum.com/kitesurf/spot/fuerteventura___playa_del_garcey
fuerteventura   punta blanca,fuerteventura___punta_blanca,28.7335,-13.9763,Canary+Islands,NE,"Small wave, Medium wave",Expert,,https://se.kiteforum.com/kitesurf/spot/fuerteventura___punta_blanca
fuerteventura   shooting gallery,fuerteventura___shooting_gallery,28.7486,-13.8745,Canary+Islands,NE,Medium wave,Expert,,https://se.kiteforum.com/kitesurf/spot/fuerteventura___shooting_gallery
fuerteventura   sotavento,fuerteventura___sotavento,28.1382,-14.2397,Canary+Islands,"SE, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fuerteventura___sotavento
fuerteventura   tarajalejo,fuerteventura___tarajalejo,28.1912,-14.1215,Canary+Islands,"E, S","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fuerteventura___tarajalejo
fuerteventura   the lagoon,fuerteventura___the_lagoon,28.1224,-14.2512,Canary+Islands,"SE, NW","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fuerteventura___the_lagoon
furadouro,furadouro,40.8739,-8.6782,Portugal,No information,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/furadouro
fusaro,fusaro,40.8388,14.048,Italy,No information,"Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/fusaro
gahlkow,gahlkow,54.1301,13.5369,Germany,No information,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gahlkow
gaia canidelo,gaia_canidelo,41.1154,-8.6642,Portugal,N,Small wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gaia_canidelo
galheta,galheta,-27.5921,-48.4254,Brazil,"NE, SE",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/galheta
galinhos,galinhos,-5.0912,-36.2799,Brazil,"NE, ENE, E","Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/galinhos
galinhos lighthouse,galinhos_lighthouse,-5.0888,-36.2912,Brazil,NE,"Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/galinhos_lighthouse
galu beach,galu_beach,-4.3607,39.562,Kenya,"N, NNE, NE, SE, SSE","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/galu_beach
galveston island   east beach,galveston_island___east_beach,29.3194,-94.7471,Texas+(USA),"N, E","Chop, Small wave",No information,,https://se.kiteforum.com/kitesurf/spot/galveston_island___east_beach
gammarth,gammarth,36.9415,10.2541,Tunisia,"N, NNE, NE, ENE, E, ESE, SE, NW, NNW","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gammarth
gandy bridge beach,gandy_bridge_beach,27.876,-82.5934,Florida+(USA),"E, SE, SW, W","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gandy_bridge_beach
gearhart,gearhart,46.031,-123.9295,Oregon+(USA),"N, NW, NNW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gearhart
gefosse fontenay,gefosse_fontenay,49.3729,-1.1006,France,"N, NE, SW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gefosse_fontenay
georgian bay   christian island,georgian_bay___christian_island,44.8365,-80.1973,Canada,No information,"Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/georgian_bay___christian_island
geroskipou plage,geroskipou_plage,34.7342,32.4491,Cyprus,"SE, SW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/geroskipou_plage
getares,getares,36.0954,-5.4434,Spain,ESE,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/getares
giannella foce del fiume,giannella_foce_del_fiume,42.4847,11.1902,Italy,"SW, NW","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/giannella_foce_del_fiume
gigaro,gigaro,43.1851,6.5953,France,SW,"Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gigaro
giles quay,giles_quay,53.9851,-6.2361,Ireland,"E, ESE, SE, W","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/giles_quay
gioia tauro,gioia_tauro,38.4379,15.8897,Italy,SW,Chop,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gioia_tauro
giovinazzo,giovinazzo,41.1862,16.6772,Italy,No information,"Chop, Small wave",Expert,,https://se.kiteforum.com/kitesurf/spot/giovinazzo
giruliai,giruliai,55.769,21.0779,Lithuania,"SW, WSW, W, WNW, NW","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/giruliai
gisloevshammar,gisloevshammar,55.4865,14.3161,Sweden,"NNE, NE, ENE","Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gisloevshammar
gizzeria lido,gizzeria_lido,38.9344,16.1927,Italy,NW,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gizzeria_lido
glendowie sandspit,glendowie_sandspit,-36.8716,174.891,New+Zealand,"SSE, S, SSW, SW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/glendowie_sandspit
gnadensee   allensbach,gnadensee___allensbach,47.7126,9.0684,Germany,"S, SSW, SW, WSW, W","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gnadensee___allensbach
goas treiz,goas_treiz,48.7822,-3.5766,France,"SW, NW","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/goas_treiz
godrevey,godrevey,50.2332,-5.392,England+(UK),"N, NE, SE, S",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/godrevey
gokarna main beach,gokarna_main_beach,14.5514,74.311,India,N,Small wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/gokarna_main_beach
golden beach,golden_beach,22.9612,120.167,Taiwan,"N, S","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/golden_beach
